,Brand,Name,ID,sku,comments
10,too faced,cloud crush blurring blush,pimprod2036986,2603636," * In the pan, it looks like a chalky light mauve, which had me doubting it would work on me and confused thinking I received the wrong order… but on the skin its a perfect, natural, warm pink flush. It looks just like the promo photos. It's my second Cloud Blush from Too Faced, and I can confidently say, it's my favorite powder blush. The colors stay throughout the day regardless of humidity & oil, and the blurring is real. Even when I dont wear any type of base like primer, foundation, or concealer on my cheeks, it literally erases my pores and melts into my skin like a cream. I also have Tequila Sunset, and that color is just incredible. Its the perfect punchy coral color for literally any occasion. I was wearing it as my daily blush until I recently bought Velvet Crush for some variety. * I bought this blush mainly because the packaging was super cute but when I first tried it out it was such a beautiful experience! It's very pigmented and blends easily. * Im in love with this blush. Getting other colors. Its the best blush Ive ever used. It blurs/softens and very pigmented. The only thing i dont like is that the compact is difficult to open especially if you have long nails. * Love this product !!! Its pigmented!! Can blend easily and it last all
Day long * I love this blush, pretty packaging, great pigment, lightweight, smells soft and sweet. * This blush is super pigmented and beautiful on the skin it has a matte blurring finish * love"
11,mac,mineralize blush,xlsimpprod15921186,2519160,
12,juvia's place,blushed liquid blush,pimprod2038948,2609909," * Beautiful color for medium/deep skin. I looked everywhere for a warm red blush. Love this and used it for my wedding. The review that said a ballpoint pen dot is enough is right! Try on back of hand or palette first. Long-lasting and rich. * Color last all day * Best blush ever👅👅 * I have dry skin, my makeup products need to be liquid.  I love the high pigmented colors.  I purchased, Pink Lady Glow; It's has a youthful radiance and sparkles. It looks beautiful on my fair/medium skin tone.  A itty-bitty dot goes a long ways. * I never go with such a pink blush, but as of this summer i have switched it up ans been obsessed * My skin color is pretty dark so people always tell me you should like use a dark purple shade blush and I thought about it and I now bought it and it's pretty and gorgeous!!! Do recommend for my dark skin girlies!💕 * A dot goes a long way. Seriously ! Its very pigmented and bright u just need a dot to color your cheeks"
13,milani,baked blush,xlsimpprod17081057,2519994,
14,tarte,shape tape glow blush bar,pimprod2044745,2622622," * I love this palette. Im not big on blush because my cheeks are red. Im always trying to cover the redness. I love all three shades of the lighter one. The highlighter is amazing looks good everywhere. I wear it as eyeshadow also. Im shocked but i love the blush. Thanks again tarte!!! * This palette is amazing!! The bronzer is the perfect shade, im light-medium skin tone and i find it perfect. The blushes are gorgeous!! Pigmented and beautiful! I kind of compared the blushes to the new rare one, but i like this better. I really recommend this palette, if you can find it, run for it! * I was so excited to see Tartes new glow bar the colors are perfect for summer * The blushes and highlighter in this palette are pigmented and gorgeous!!! * I bought this and have been lovong the sparkling blushes and the highlighter. These are super pigmented and pretty for spring and summer * I was hesitant to order this palette seeing there wasn't any reviews & also knowing the lack of tone range within Tarte's line however....this is beautiful!! I ordered the 'Berry Bar' ((darker one)) and it does compliment my skin tone perfectly, which is medium to tan in most makeup lines. I can get A LOT of color payoff using a light hand,  every color has a dewy glow, and lasted thru my 10 hour work day. The only critique I can imagine would be the bronzer not working for anyone darker than a tan skin tone. If you have a deep color, the bronzer may just give you a pretty glow without a pigment. Overall, I really like this palette thus far & can most def see me reaching for this more than not!"
15,mac,powder blush,xlsimpprod15921200,2510879,
16,e.l.f. cosmetics,halo glow blush beauty wand,pimprod2038825,2609251," * Great product for older skin. Looks natural and does not crease. * I used it for a while, but it just can't see it. It is see-able for the first 5 seconds but then it fades and has no color. * the applicator is a mess ans just really gross over a long time * This is very pigmented and lasts all day. I love that iit gives a glowy sheen after application. The tube can get a lot of product out which can lead to a dirty cap/full if you do not use all of the product on the applicator. I'm excited to try different shades. * I had never used a liquid blush before and loved it. However the package leaks and now the sponge applicator has broken off inside the cap and I can't get it out. I still have a lot of product left and am not sure how I will continue to use it.  I do love elf products and will continue to use.  I will get the liquid blush in a different bottle next time. The one with the wand that pulls out of the bottle I think will be better. * I can't say, enough about these blushes. They last all day and they are all so pretty. I get compliments all the time on itt. * i like my blushes to be more on the matte side so i believe thats why i dont really like this one. it has a lot of glitter in it and i think it takes away from the pigment a lot. it was also very difficult for me to blend out."
17,stila,blush & bronze hydro-blur cheek duo,pimprod2042663,2617321," * I love the color combination of this product and how its sheer and can't mess it up. I ordered the grapefruit pink combo and its amazing. * Loving this creamy blush! * Obsessed. It is easy to use, compact, travels well and convenient! Definitely will be buying in other colors as well. * The blush is very pretty but the contour part came smushed and once i turned the tube to bring product down it completely fell off the tube. Not my favorite for my first time trying this product * I have fallen in love with this duo! I got Grapefruit/Caramel and the colors are amazing! Super creamy and easily blends. The case is cute and works great and the product lasts a long time even with daily use! * Love this hybrid gel cheek duo * I purchased the Grapefruit and Caramel color. I tried it out with my fingers and a brush.

The good;
-Pretty colors. They swatch mat but do blend out sheer and become part of the skin. 
-Elegant formulation with a creamy and light feel on the skin. 
-Easy to use, compact and portable.
-No discernable scent. 
-Neither the bronzer nor the blush have any glowy particles. 

The not so good;
-I am fair but cool toned and ALL the colors are warm on me. Why Stila, why? 
-Once applied the blush and bronzer become sheer and the colors disappear as they blend in. 
-I had to do multiple layers before I could truly see any color payoff.
I am tempted to purchase a darker color combination just so it would show up. 

Overall this is a clever, very convenient, and  portable product. Perhaps great for on the go touchups. But it is so sheer and blends out on my skin so much that there is virtually nothing left."
18,nars,afterglow liquid blush,pimprod2039276,2617037," * This blush is actually really good and the color is gorgeous, but it is a pretty thin liquid. * I have always loved the shade Orgasm on my fair skin and freckles. The liquid version is even better because it is so blendible and buildable. * I havent stopped raving about this product since buying it a few months ago but my only problem with it is the container, which is so awful I feel it deserves to lose 2 stars :(
I have always stored this blush upright and it never tips over with the way my makeup box is structured, but somehow the product seeps out into the top of the applicator and its just so messy. I have resorted to picking ip product from the screw-like pieces when using to keep it from getting unbearably messy. 
Otherwise, the color and sheen are percect for my preferences and skin tone (I'm very fair skinned with cool undertones). Product is buildable so I can tailor my look super easily. 
Also works nicely with my fingers, a brush (my preferred method), or sponge. 

Nars: PLEASE fix the stopper or whatever is causing this issue. I beg of you! * I liked the original nars blush that came with the pump. I feel it was better pigmented and I feel that with the newer bottle you do not get as much product as before. I will not buy again. * Im neutral with this blush. I have the color orgasm and like the peachy pink color. It is sheer and you can build it up a little bit. I like it because its natural and gives my face a little color.  I found it easy to blend with a brush but I felt like it didnt last long. I usually pair this with another cream blush or set it with a little powder blush. While its nice I don't think its worth the price when there are so many other options out there. * Great color for my skin type and easy to use and super pigmented and super soft application. * I have this in 3 different shades & it's amazing!!    The colors are gorgeous, it blends like a dream, and it really wears all day!!    I'm over 50 so I switched from powder blush a few years ago but never really found anything I was happy with - until this!!   It may seem pricey but a little goes a long way - and it really lasts ALL day…I'm talking about through a 10-12 hour shift and it still looks great."
19,clinique,cheek pop blush,xlsimpprod10791941,2271486,
20,fenty beauty by rihanna,cheeks out freestyle cream blush,pimprod2031376,2592449," * Run, don't walk to buy this product. This blush gives me so much glow that my father in law thought I was pregnant. Its so easy blend too. I just use my finger and it's easy to build as well. I'll never buy another blush again. * This is my favorite blush!! It is acne safe and I am on my 4th one. Highly recommend. It lasts a long time even in Florida. * I use this blush often dont get me wrong i love me a good pigmented cream blush. I have this product in about 2-3 shades but i just highly dislike that its gets so dirty so easily. Its very sticky and no matter how much i wipe the dirty surface with a wipe it gets dirty again. I love me my fenty products but this packaging must be worked on * I really wanted to like this product. The packaging is durable and very attractive. Color os gorgeous but when I would go to blend it with other go to products it just did not work for me. I ended up giving it a away to a younger cousin who likes to play with makeup. * This blush is SO good for a natural look. If you have mature and dry skin,this blush is for you! I have the colors petal poppin(soft pink)and peach face(soft peach). Peach face is my favorite! It is very natural looking on me! * Beautiful and soft blush. I like the color and it is easy to use and blend. * I love this blush profoundly. Its more expensive than the blush products i was using before. But its so worth the cost. A little goes such a long way and theyre so creamy i just love them."
21,lancÃ´me,blush subtil oil-free powder blush,xlsimpprod3650106,2235623,
22,tarte,blush tape liquid blush,pimprod2038505,2610305," * The sean split and it exploded all over my makeup bag :/ * The sean split and it exploded all over my makeup bag :/ * I love this blush, a little is all you need.  It blends beautifully and is buildable in the best ways.  I dont notice a ton of sparkle as people are commenting on, just a nice blush in a sponge applicator that lasts and lasts.  Though I have been using this for a fee years I am just starting my 4th tube * Looked very oily and felt sticky * I love blushes and have tried..a LOT. And i was surprised to see negative reviews because this one is stunning. pigmented, glowy, blendable, smoothe & long-lasting. everything i could hope for! I have 3 shades and all are chefs kiss 🤌 * I returned this product after using it twice because I didn't like the shimmer and color. I have fair skin and didn't pick a color that complimented me. But I didn't exchange it for a different color because of the shimmer. I like a little glow, but the shimmer overpowered the color. I did like the applicator tip, which is why I bought this product. It was easy to apply to my skin and somewhat ok with blending. It was a little difficult to blend out the imprint of the circle after I dabbed it on my face. * I bought this because of all the ads on instagram and I am so glad I did.  It's a beautiful glowy finish that's easy to apply and blend."
23,polite society,polite pops powder blush stick,pimprod2044285,2620621," * I received this blush in the color Sydney, and I absolutely love it! I have olive toned Asian American skin that tans easily in the summer. It applies effortlessly without the need for an additional applicator or brush. It applies with the smoothness of a cream with an immediate powder like finish. It applies lightly with the first application which makes it easy to build with additional applications for richer color if needed. I love it! Lasts all day! * I got this for my daughter, for her birthday. It was a brands that was part of a sale/deal. So the price was amazing. She had never tried this brand before and it became a favorite product immediately. She wants more colors. I will say they are very small/compact, but a little does go a long way!   Perfect for on the go/travel makeup bags. If they have any deals, GRAB Some! * Recommanded product * This formula is so dry. I also have very dry skin so unfortunately that's not a winning combo. I tried warming it up on the back of my hand too. If you have oily skin maybe this will work? The product also fell out of the packaging the 3rd time I tried using it. All in all would not recommend, 2 stars because the shade was what I expected. * I already have London and Paris. But I really wanted Los Angeles, which is a real pink pink, to add to my collection. This was perfect I got it on a sale 50% off, yay! I found you need a little practice getting this on. I learned not to use a brush with it or it will come off. Best thing to do roll it on your face where you want it and tap on it to blend it in. I put it on a clean moisturized face and it last all day. * Love the color Paris for a my light to fair completion. It seems a little dry, but it doesn't affect the use. I still get great color payoff and silky smooth blending. Love it & wish I bought two when it was on sale. Also rates well on Yuka! * I picked the color Sydney and it is perfect for my skin tone. This goes on so we'll I almost don't have to blend it in!"
24,mac,glow play blush,pimprod2013050,2583438," * I bought this blush two different times with two different orders under a month's span and both times it shipped to me it arrived broken. Im sure its a beautiful color, but theyre both broken to the point where i cannot even use them at least once. Im returning both unfortunately. * This blush is absolutely beautiful!! Not only do I glow to the gods but it lasts!! I literally plan on buying them all!! * The texture freaked me out at first, but it's so light and creamy. It's great for my older skin. * At a certain point, I moved from powder to creme blush and I've tried most, this at the top. I apply this formula with a beauty blender and it goes on so well. Application is easy and the color (blush please) is subtle and perfect on my light to medium color skin. My only complaint? I'd love to see more colors! * I was searching for a product that blends easily and stays on...this is it * Bought this on a whim and loved it so much that i bought 2 more!! Blush please is my favorite on my fair skin for everyday, but they're all great! I put them over powder and they don't disrupt anything underneath, and they give my cheeks a very subtle but healthy glow. The blend is seamless and they have great lasting power with me working a 12 hour shift!! Highly recommend, these deserve more hype! * I have used SO MANY different blushes, but this one I can't get over! I got it in the shade blush please which given my fair completion, shows up more peachy. Its creamy, but works beautifully on both bare skin and powder which is why I love it!"
25,smashbox,halo sculpt + glow face palette with vitamin e,pimprod2042910,2618546," * Very little pigment and all of the shades are chalky. I'm a light, warm skin tone and the second shade barely showed up on my skin. This could be decent for a fair complexion but for the price, the quality is not worth it. Also the packaging is terrible! The lid does not stay up/back when you're trying to use it, it's very annoying to keep having to open it every few seconds. Save your money! * I love this palette. I use ""back to Cali"" and I have medium toned skin with yellow undertones. It is perfect! The brown is great for contouring, I use the light pink in the winter and the dark pink in the summer on my cheekbones, and the shimmer at the top of my cheekbones for extra glow. The amount of product in this palette makes it worth the money in my opinion. Would definitely buy again! * This is an ok palette. Nothing special about it. I love Smashbox one of my favorite brands but this is not worth the money and again the shades are just ok. * I was so excited to travel with this slim multi-puspose quad. Ordered it online during and upon arrival the highlighter pan was crumbling and what was left fell out of the pan. Perhaps that was due to delivery/mail packaging. However, not much pigment transferred from the beautiful neutral bronzer to a brush or even finger swatch for it to be useful on my skin. It almost felt hard-panned before even using it. Thankfully bought it on sale but otherwise would not purchase full price. * Don't waste your money! The colors are not pigmented. * ❤️❤️❤️❤️ * I bought the Back to Cali palette and it's my perfect everyday work palette. It's so easy, I do my makeup in 15min and it looks so beautiful and natural. I have light neutral skin and it gives me a healthy natural flush. It comes with an intert on how to apply the 4 products in the palette which I always follow. I love it! It does have a bit of an odd smell which isn't my favorite but the payoff is so good I can ignore it."
26,bareminerals,gen nude blonzer blush + bronzer,pimprod2031864,2594966," * This is my second blush that I have and I jist hit pan on my first one but I made sure to buy a second one just incase the other one finishes. This is a perfect shade and has blush, highlight, bronzer all in one. * Mauve definitely suggests pink hues but this looks very ORANGE toned on the skin. Im very fair, but it still should not look orange ir coppery.  I understand its a bronzer too, but it looked cool toned in photo. * This is light weight and beautiful. Bare Minerals is the best! * Just buy this. I can't even say how long I have looked for a blush like this. I was struggling with blush for my son's wedding earlier this year. Many blushes were chalky and wore off lightning fast. Or, they were liquid or creme and settled into every single imperfection. Both baaaaddddd.

Bare Minerals for the win here. This BLONZER is so pigmented and long lasting. Seriously it does not wear off! A very little goes a very long way so start with a light application. The color selection is rad and I highly suggest trying it at ULTA to get your perfect color. I tried two colors and came away with the pink tone as my choice. All the colors are beautiful and this surfer chick is happy to have solved her blush dilemma (thank you Jesus). A bonus is that you don't have to rebuy frequently due to the heavy pigment. It lasts and lasts. Mine still looks new after 5 months. This Bare Minerals Blonzer is also a money saver that way!

PS: Wedding photos came out legit and the blush never needed to reapply. Stoked. * Pigmented but very shimmery. Looks almost like I put shimmer eyeshadow on my cheeks? * I purchased the Kiss of Rose color.  An Ulta associate helped me find this color. I absolutely love how it looks on my skin tone. I've even received compliments from complete strangers. * I got Kiss of Rose when it was on sale and it did not disappoint. I am pretty fair and a little goes a long way but it gives a really nice rose bronze color. Best of all is it doesn't look orange on me like I run in to with a lot of bronzers (which is part of why i bought it in the first place). It is a more obvious look so thats why i went back and got Kiss of Pink for more subtle makeup days. The pink is definitely more a blush with less bronze effect but still pretty."
